URL,Кластер,Тип страницы,Основной запрос,Интент,Рекомендуемый объём,Рекомендуемые H2,Блоки на странице,Важные CTA,Schema.org,Внутренние ссылки (ядро),Приоритет
https://your-domain.ru/uborka-odnushki-moskva,Квартиры: общая,Лендинг услуги,уборка однушки москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-dvushki-moskva,Квартиры: общая,Лендинг услуги,уборка двушки москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-trehkomnatnoy-kvartiry-moskva,Квартиры: общая,Лендинг услуги,уборка трехкомнатной квартиры москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/dezinfekciya-kvartiry-moskva,Квартиры: общая,Лендинг услуги,дезинфекция квартиры москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-pered-sdachey-kvartiry-moskva,Квартиры: общая,Лендинг услуги,уборка перед сдачей квартиры москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-kvartiry-posle-remonta-moskva,Квартиры: после ремонта,Лендинг услуги,уборка квартиры после ремонта москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Этапы послестроительной уборки | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/generalnaya-uborka-kvartiry-moskva,Квартиры: генеральная,Лендинг услуги,генеральная уборка квартиры москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/podderzhivayuschaya-uborka-kvartiry-moskva,Квартиры: регулярная,Лендинг услуги,поддерживающая уборка квартиры москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/razovaya-uborka-kvartiry-moskva,Квартиры: разовая/почасовая,Лендинг услуги,разовая уборка квартиры москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/pochasovaya-uborka-kvartiry-moskva,Квартиры: разовая/почасовая,Лендинг услуги,почасовая уборка квартиры москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/generalnaya-uborka-doma-moskva,Дома/Коттеджи: генеральная,Лендинг услуги,генеральная уборка дома москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-ofisa-moskva,B2B: офисы и бизнес-центры,Лендинг B2B,уборка офиса москва,Транзакционный B2B,1200–1800 слов,"Цены и что входит в услугу | Графики и SLA для офисов | Документы, допуски, договор, НДС | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»",Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/ezhednevnaya-uborka-ofisa-moskva,B2B: офисы и бизнес-центры,Лендинг B2B,ежедневная уборка офиса москва,Транзакционный B2B,1200–1800 слов,"Цены и что входит в услугу | Графики и SLA для офисов | Документы, допуски, договор, НДС | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»",Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/klining-biznes-centrov-moskva,B2B: офисы и бизнес-центры,Лендинг B2B,клининг бизнес центров москва,Транзакционный B2B,1200–1800 слов,"Цены и что входит в услугу | Графики и SLA для офисов | Документы, допуски, договор, НДС | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»",Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-posle-pereezda-ofis-moskva,B2B: офисы и бизнес-центры,Лендинг B2B,уборка после переезда офис москва,Транзакционный B2B,1200–1800 слов,"Цены и что входит в услугу | Графики и SLA для офисов | Документы, допуски, договор, НДС | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»",Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/uborka-posle-remonta-moskva,Спецуборка: события,Лендинг услуги,уборка после ремонта москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Этапы послестроительной уборки | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-posle-stroitelstva-moskva,Спецуборка: события,Лендинг услуги,уборка после строительства москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-posle-arendatorov-moskva,Спецуборка: события,Лендинг услуги,уборка после арендаторов москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/uborka-posle-meropriyatiya-moskva,Спецуборка: события,Лендинг услуги,уборка после мероприятия москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/vyvoz-musora-posle-remonta-moskva,Спецуборка: события,Лендинг услуги,вывоз мусора после ремонта москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Этапы послестроительной уборки | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/predzaezdnaya-uborka-moskva,Спецуборка: события,Лендинг услуги,предзаездная уборка москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/poslezaezdnaya-uborka-moskva,Спецуборка: события,Лендинг услуги,послезаездная уборка москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/myte-okon-moskva,Мытьё окон и высотные работы,Лендинг услуги,мытье окон москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Техника безопасности и допуски | Методики мойки и доступ к фасадам | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/moyka-vitrin-moskva,Мытьё окон и высотные работы,Лендинг услуги,мойка витрин москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Техника безопасности и допуски | Методики мойки и доступ к фасадам | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/promyshlennyy-alpinizm-myte-okon-moskva,Мытьё окон и высотные работы,Лендинг услуги,промышленный альпинизм мытье окон москва,Транзакционный (заказ услуги),1200–1800 слов,Цены и что входит в услугу | Техника безопасности и допуски | Методики мойки и доступ к фасадам | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Высокий
https://your-domain.ru/himchistka-mebeli-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка мебели москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-divana-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка дивана москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-kresla-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка кресла москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-stulev-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка стульев москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/chistka-kovrov-moskva,Химчистка и мягкая мебель,Категория + лендинги,чистка ковров москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-matrasa-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка матраса москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-shtor-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка штор москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/himchistka-kovrolina-moskva,Химчистка и мягкая мебель,Категория + лендинги,химчистка ковролина москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/udalenie-zapahov-moskva,Химчистка и мягкая мебель,Категория + лендинги,удаление запахов москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
https://your-domain.ru/vyvedenie-pyaten-mebel-moskva,Химчистка и мягкая мебель,Категория + лендинги,выведение пятен мебель москва,Транзакционный (заказ услуги),900–1400 слов,Цены и что входит в услугу | Как проходит уборка: шаги и сроки | Оборудование и химия: безопасность | Почему выбирают нас (5–7 преимуществ) | Гарантии и контроль качества | Фото до/после (галерея) | Отзывы клиентов | Частые вопросы (FAQ) | Контакты и CTA «Заказать уборку»,Герой + быстрый калькулятор + три тарифа + преимущества + процесс + кейсы/фото + отзывы + FAQ + CTA,Рассчитать стоимость; Заказать уборку; Получить КП (для B2B),"BreadcrumbList, FAQPage, ImageObject, LocalBusiness, Organization, Service","/klining-moskva, /czena-uborki, /posle-remonta, /myte-okon, /uborka-kvartiry, /kontakt",Средний
